CCL	Drug	AUC
CCL_625	Drug_3	0.947
CCL_625	Drug_5	0.4732
CCL_625	Drug_6	0.7548
CCL_625	Drug_7	0.8748
CCL_625	Drug_9	0.4077
CCL_625	Drug_10	0.8485
CCL_625	Drug_12	0.8217
CCL_625	Drug_14	0.7789
CCL_625	Drug_15	0.7543
CCL_625	Drug_16	0.8947
CCL_625	Drug_18	0.5718
CCL_625	Drug_19	0.8916
CCL_625	Drug_20	0.8325
CCL_625	Drug_21	0.908
CCL_625	Drug_22	0.82
CCL_625	Drug_23	0.8217
CCL_625	Drug_24	0.8749
CCL_626	Drug_11	0.8343
CCL_626	Drug_1	0.9588
CCL_626	Drug_2	0.4206
CCL_626	Drug_3	0.9303
CCL_626	Drug_4	0.4676
CCL_626	Drug_5	0.5328
CCL_626	Drug_6	0.895
CCL_626	Drug_7	0.8532
CCL_626	Drug_8	0.9127
CCL_626	Drug_9	0.5236
CCL_626	Drug_10	0.8876
CCL_626	Drug_17	1.0
CCL_626	Drug_12	0.9671
CCL_626	Drug_13	0.9483
CCL_626	Drug_14	0.8292
CCL_626	Drug_15	0.8361
CCL_626	Drug_16	0.9101
CCL_626	Drug_18	0.6544
CCL_626	Drug_19	0.9729
CCL_626	Drug_20	0.9641
CCL_626	Drug_21	0.8361
CCL_626	Drug_22	1.0
CCL_626	Drug_23	0.9537
CCL_626	Drug_24	0.9326
CCL_627	Drug_11	0.8024
CCL_627	Drug_1	0.8889
CCL_627	Drug_2	0.5552
CCL_627	Drug_3	0.8935
CCL_627	Drug_5	0.6037
CCL_627	Drug_6	0.92
CCL_627	Drug_7	0.6586
CCL_627	Drug_9	0.4364
CCL_627	Drug_10	0.6682
CCL_627	Drug_12	0.9176
CCL_627	Drug_13	0.7135
CCL_627	Drug_14	0.7498
CCL_627	Drug_15	0.7758
CCL_627	Drug_16	0.8333
CCL_627	Drug_18	0.6146
CCL_627	Drug_19	0.8323
CCL_627	Drug_20	0.9552
CCL_627	Drug_21	0.8702
CCL_627	Drug_22	0.8352
CCL_627	Drug_23	0.8927
CCL_627	Drug_24	0.9392
CCL_628	Drug_11	0.8622
CCL_628	Drug_1	0.9019
CCL_628	Drug_2	0.5042
CCL_628	Drug_3	0.8320000000000001
CCL_628	Drug_4	0.5672
CCL_628	Drug_5	0.5618
CCL_628	Drug_6	0.9067
CCL_628	Drug_7	0.8654
CCL_628	Drug_8	0.9217
CCL_628	Drug_9	0.3483
CCL_628	Drug_10	0.8244
CCL_628	Drug_17	0.8129
CCL_628	Drug_12	0.9034
CCL_628	Drug_13	0.7751
CCL_628	Drug_14	0.8452
CCL_628	Drug_15	0.8659
CCL_628	Drug_16	0.995
CCL_628	Drug_18	0.5645
CCL_628	Drug_19	0.8846
CCL_628	Drug_20	0.8516
CCL_628	Drug_21	0.9355
CCL_628	Drug_22	0.9117
CCL_628	Drug_23	0.9299
CCL_628	Drug_24	0.8343
CCL_629	Drug_11	0.7532
CCL_629	Drug_1	0.8154
CCL_629	Drug_2	0.4766
CCL_629	Drug_3	0.9295
CCL_629	Drug_4	0.5719
CCL_629	Drug_5	0.6333
CCL_629	Drug_6	0.8944
CCL_629	Drug_7	0.9628
CCL_629	Drug_8	0.9219
CCL_629	Drug_9	0.3587
CCL_629	Drug_10	0.957
CCL_629	Drug_17	0.9842
CCL_629	Drug_12	0.9578
CCL_629	Drug_13	0.7381
CCL_629	Drug_14	0.6779
CCL_629	Drug_15	0.7648
CCL_629	Drug_16	0.8668
CCL_629	Drug_18	0.4411
CCL_629	Drug_19	0.8383
CCL_629	Drug_20	0.8902
CCL_629	Drug_21	0.9254
CCL_629	Drug_22	0.7885
CCL_629	Drug_23	0.7691
CCL_629	Drug_24	0.9781
CCL_630	Drug_11	0.8064
CCL_630	Drug_1	0.8546
CCL_630	Drug_2	0.58
CCL_630	Drug_3	0.8472
CCL_630	Drug_5	0.851
CCL_630	Drug_6	0.8653
CCL_630	Drug_7	0.5936
CCL_630	Drug_8	0.8467
CCL_630	Drug_9	0.4981
CCL_630	Drug_10	0.6974
CCL_630	Drug_17	0.8352
CCL_630	Drug_12	0.9016
CCL_630	Drug_13	0.7148
CCL_630	Drug_14	0.7519
CCL_630	Drug_15	0.858
CCL_630	Drug_16	0.7878
CCL_630	Drug_18	0.7064
CCL_630	Drug_19	0.8472
CCL_630	Drug_20	0.7853
CCL_630	Drug_21	0.8415
CCL_630	Drug_22	0.8647
CCL_630	Drug_23	0.8125
CCL_630	Drug_24	0.9498
CCL_631	Drug_11	0.86
CCL_631	Drug_1	0.8447
CCL_631	Drug_2	0.5469
CCL_631	Drug_3	0.9705
CCL_631	Drug_4	0.7529
CCL_631	Drug_5	0.8087
CCL_631	Drug_6	0.9543
CCL_631	Drug_7	0.8821
CCL_631	Drug_8	0.8584
CCL_631	Drug_9	0.5666
CCL_631	Drug_10	0.9191
CCL_631	Drug_17	0.9828
CCL_631	Drug_12	0.857
CCL_631	Drug_13	0.8055
CCL_631	Drug_14	0.9049
CCL_631	Drug_15	0.8223
CCL_631	Drug_16	0.928
CCL_631	Drug_18	0.5936
CCL_631	Drug_19	0.8361
CCL_631	Drug_20	0.8308
CCL_631	Drug_21	0.9709
CCL_631	Drug_22	0.8673
CCL_631	Drug_23	0.9065
CCL_631	Drug_24	0.9576
CCL_638	Drug_11	0.8689
CCL_638	Drug_1	0.8845
CCL_638	Drug_2	0.6436
CCL_638	Drug_3	0.9816
CCL_638	Drug_5	0.8651
CCL_638	Drug_6	0.9682
CCL_638	Drug_7	0.8517
CCL_638	Drug_8	0.9249
CCL_638	Drug_9	0.8033
CCL_638	Drug_10	0.9414
CCL_638	Drug_17	0.9608
CCL_638	Drug_12	0.9874
CCL_638	Drug_13	0.8663
CCL_638	Drug_14	0.7879999999999999
CCL_638	Drug_15	0.8041
CCL_638	Drug_16	0.9343
CCL_638	Drug_18	0.644
CCL_638	Drug_19	0.9646
CCL_638	Drug_20	0.9644
CCL_638	Drug_21	0.9241
CCL_638	Drug_22	0.887
CCL_638	Drug_23	0.8308
CCL_638	Drug_24	0.9826
CCL_639	Drug_11	0.8241
CCL_639	Drug_1	0.8861
CCL_639	Drug_2	0.4821
CCL_639	Drug_3	0.8158
CCL_639	Drug_5	0.5601
CCL_639	Drug_6	0.8414
CCL_639	Drug_7	0.8549
CCL_639	Drug_8	0.8302
CCL_639	Drug_9	0.4108
CCL_639	Drug_10	0.8763
CCL_639	Drug_17	0.8791
CCL_639	Drug_12	0.8564
CCL_639	Drug_13	0.7031
CCL_639	Drug_14	0.7673
CCL_639	Drug_15	0.8944
CCL_639	Drug_16	0.7557
CCL_639	Drug_18	0.812
CCL_639	Drug_19	0.8412
CCL_639	Drug_20	0.8813
CCL_639	Drug_21	0.9557
CCL_639	Drug_22	0.8111
CCL_639	Drug_23	0.8826
CCL_639	Drug_24	0.8658
CCL_640	Drug_11	0.8417
CCL_640	Drug_1	0.92
CCL_640	Drug_2	0.5111
CCL_640	Drug_3	0.9557
CCL_640	Drug_5	0.9152
CCL_640	Drug_6	0.8586
CCL_640	Drug_7	0.675
CCL_640	Drug_8	0.8831
CCL_640	Drug_9	0.5629
CCL_640	Drug_10	0.8021
CCL_640	Drug_17	0.918
CCL_640	Drug_12	0.9305
CCL_640	Drug_13	0.8049
CCL_640	Drug_14	0.871
CCL_640	Drug_15	0.8401
CCL_640	Drug_16	0.8389
CCL_640	Drug_18	0.5753
CCL_640	Drug_19	0.936
CCL_640	Drug_20	0.828
CCL_640	Drug_21	0.9063
CCL_640	Drug_22	0.92
CCL_640	Drug_23	0.9146
CCL_640	Drug_24	0.992
CCL_641	Drug_11	0.8597
CCL_641	Drug_1	0.8069
CCL_641	Drug_2	0.4477
CCL_641	Drug_3	0.975
CCL_641	Drug_5	0.6841
CCL_641	Drug_6	0.8493
CCL_641	Drug_7	0.7792
CCL_641	Drug_8	0.8378
CCL_641	Drug_9	0.3335
CCL_641	Drug_10	0.8111
CCL_641	Drug_17	0.8186
CCL_641	Drug_12	1.0
CCL_641	Drug_13	0.8076
CCL_641	Drug_14	0.8201
CCL_641	Drug_15	0.8105
CCL_641	Drug_16	0.9973
CCL_641	Drug_18	0.7251
CCL_641	Drug_19	0.8194
CCL_641	Drug_20	0.9584
CCL_641	Drug_21	0.9593
CCL_641	Drug_22	0.9657
CCL_641	Drug_23	0.9443
CCL_641	Drug_24	0.976
CCL_644	Drug_11	0.8026
CCL_644	Drug_1	0.892
CCL_644	Drug_2	0.4898
CCL_644	Drug_3	0.9489
CCL_644	Drug_5	0.7090000000000001
CCL_644	Drug_6	0.8598
CCL_644	Drug_7	0.8754
CCL_644	Drug_8	0.8741
CCL_644	Drug_9	0.28
CCL_644	Drug_10	0.8975
CCL_644	Drug_17	0.7811
CCL_644	Drug_12	0.8223
CCL_644	Drug_13	0.7264
CCL_644	Drug_14	0.8542
CCL_644	Drug_15	0.8371
CCL_644	Drug_16	0.8895
CCL_644	Drug_18	0.7672
CCL_644	Drug_19	0.9905
CCL_644	Drug_20	0.7329
CCL_644	Drug_21	0.8317
CCL_644	Drug_22	0.8325
CCL_644	Drug_23	0.9402
CCL_644	Drug_24	0.8253
CCL_645	Drug_11	0.8464
CCL_645	Drug_1	0.6679999999999999
CCL_645	Drug_2	0.5498
CCL_645	Drug_3	0.8276
CCL_645	Drug_5	0.7427
CCL_645	Drug_6	0.85
CCL_645	Drug_7	0.9516
CCL_645	Drug_8	0.9573
CCL_645	Drug_9	0.5138
CCL_645	Drug_10	0.9499
CCL_645	Drug_17	0.8186
CCL_645	Drug_12	0.9232
CCL_645	Drug_13	0.8043
CCL_645	Drug_14	0.8558
CCL_645	Drug_15	0.8035
CCL_645	Drug_16	0.7916
CCL_645	Drug_18	0.5153
CCL_645	Drug_19	0.9651
CCL_645	Drug_20	0.8016
CCL_645	Drug_21	0.9306
CCL_645	Drug_22	0.7225
CCL_645	Drug_23	0.8317
CCL_645	Drug_24	0.8061
CCL_646	Drug_11	0.8302
CCL_646	Drug_1	0.928
CCL_646	Drug_2	0.4675
CCL_646	Drug_3	0.9308
CCL_646	Drug_5	0.6803
CCL_646	Drug_6	0.9529
CCL_646	Drug_7	0.9544
CCL_646	Drug_8	0.9478
CCL_646	Drug_9	0.5157
CCL_646	Drug_10	0.931
CCL_646	Drug_17	0.8390000000000001
CCL_646	Drug_12	0.9694
CCL_646	Drug_13	0.8447
CCL_646	Drug_14	0.8903
CCL_646	Drug_15	0.8534
CCL_646	Drug_16	0.8492
CCL_646	Drug_18	0.6851
CCL_646	Drug_19	0.9134
CCL_646	Drug_20	0.9034
CCL_646	Drug_21	0.9684
CCL_646	Drug_22	0.9275
CCL_646	Drug_23	0.9314
CCL_646	Drug_24	0.85
CCL_647	Drug_11	0.743
CCL_647	Drug_1	0.5679
CCL_647	Drug_2	0.4544
CCL_647	Drug_3	0.9228
CCL_647	Drug_4	0.5413
CCL_647	Drug_5	0.6647
CCL_647	Drug_6	0.7787
CCL_647	Drug_7	0.405
CCL_647	Drug_8	0.9218
CCL_647	Drug_9	0.4123
CCL_647	Drug_10	0.5591
CCL_647	Drug_17	0.8121
CCL_647	Drug_12	0.8566
CCL_647	Drug_13	0.7017
CCL_647	Drug_14	0.6523
CCL_647	Drug_15	0.8294
CCL_647	Drug_16	0.6379
CCL_647	Drug_18	0.4205
CCL_647	Drug_19	0.9552
CCL_647	Drug_20	0.6257
CCL_647	Drug_21	0.8327
CCL_647	Drug_22	0.7551
CCL_647	Drug_23	0.8047
CCL_647	Drug_24	0.8287
CCL_648	Drug_11	0.787
CCL_648	Drug_1	0.7358
CCL_648	Drug_2	0.4649
CCL_648	Drug_3	0.8472
CCL_648	Drug_4	0.6059
CCL_648	Drug_5	0.6084
CCL_648	Drug_6	0.8946
CCL_648	Drug_7	0.7987
CCL_648	Drug_8	0.8623
CCL_648	Drug_9	0.5656
CCL_648	Drug_10	0.8586
CCL_648	Drug_17	0.8254
CCL_648	Drug_12	0.9552
CCL_648	Drug_13	0.7838
CCL_648	Drug_14	0.7853
CCL_648	Drug_15	0.851
CCL_648	Drug_16	0.7959999999999999
CCL_648	Drug_18	0.7665
CCL_648	Drug_19	0.83
CCL_648	Drug_20	0.8074
CCL_648	Drug_21	0.9271
CCL_648	Drug_22	0.762
CCL_648	Drug_23	0.8238
CCL_648	Drug_24	0.9952
CCL_649	Drug_11	0.8322
CCL_649	Drug_1	0.9216
CCL_649	Drug_2	0.4125
CCL_649	Drug_3	0.9399
CCL_649	Drug_4	0.4673
CCL_649	Drug_5	0.4766
CCL_649	Drug_6	0.8548
CCL_649	Drug_7	0.9409
CCL_649	Drug_8	0.9679
CCL_649	Drug_9	0.4889
CCL_649	Drug_10	0.9545
CCL_649	Drug_17	0.9443
CCL_649	Drug_12	0.9922
CCL_649	Drug_13	0.8047
CCL_649	Drug_14	0.8446
CCL_649	Drug_15	0.9123
CCL_649	Drug_16	0.9715
CCL_649	Drug_18	0.8089
CCL_649	Drug_19	0.9845
CCL_649	Drug_20	0.9327
CCL_649	Drug_21	0.9582
CCL_649	Drug_22	0.98
CCL_649	Drug_23	0.8268
CCL_649	Drug_24	0.9186
CCL_650	Drug_11	0.9167
CCL_650	Drug_1	0.7067
CCL_650	Drug_2	0.6039
CCL_650	Drug_3	0.8145
CCL_650	Drug_5	0.6406
CCL_650	Drug_6	0.8772
CCL_650	Drug_7	0.884
CCL_650	Drug_9	0.3888
CCL_650	Drug_10	0.9487
CCL_650	Drug_12	0.8747
CCL_650	Drug_14	0.7821
CCL_650	Drug_15	0.7555
CCL_650	Drug_16	0.9219
CCL_650	Drug_18	0.5238
CCL_650	Drug_19	0.8194
CCL_650	Drug_20	0.9635
CCL_650	Drug_21	0.9043
CCL_650	Drug_22	0.812
CCL_650	Drug_23	0.9293
CCL_650	Drug_24	0.9128
CCL_654	Drug_11	0.7789
CCL_654	Drug_1	0.9334
CCL_654	Drug_2	0.5206
CCL_654	Drug_3	0.8525
CCL_654	Drug_5	0.7637
CCL_654	Drug_6	0.9302
CCL_654	Drug_7	0.6252
CCL_654	Drug_8	0.9187
CCL_654	Drug_9	0.3594
CCL_654	Drug_10	0.8297
CCL_654	Drug_17	0.9553
CCL_654	Drug_12	0.8216
CCL_654	Drug_13	0.7579
CCL_654	Drug_14	0.7447
CCL_654	Drug_15	0.773
CCL_654	Drug_16	0.938
CCL_654	Drug_18	0.5065
CCL_654	Drug_19	0.8979
CCL_654	Drug_20	0.9051
CCL_654	Drug_21	0.9311
CCL_654	Drug_22	0.9239
CCL_654	Drug_23	0.8508
CCL_654	Drug_24	0.9944
CCL_655	Drug_11	0.8046
CCL_655	Drug_1	0.6861
CCL_655	Drug_3	0.9782
CCL_655	Drug_5	0.6954
CCL_655	Drug_6	0.8814
CCL_655	Drug_7	0.7621
CCL_655	Drug_8	0.7947
CCL_655	Drug_9	0.4427
CCL_655	Drug_10	0.7668
CCL_655	Drug_17	0.8325
CCL_655	Drug_12	0.9897
CCL_655	Drug_13	0.7491
CCL_655	Drug_14	0.8143
CCL_655	Drug_15	0.8341
CCL_655	Drug_16	0.8505
CCL_655	Drug_18	0.7053
CCL_655	Drug_19	0.9651
CCL_655	Drug_20	0.8270000000000001
CCL_655	Drug_21	0.8649
CCL_655	Drug_22	0.7935
CCL_655	Drug_23	0.9728
CCL_655	Drug_24	0.986
CCL_659	Drug_11	0.9086
CCL_659	Drug_1	0.764
CCL_659	Drug_2	0.5479999999999999
CCL_659	Drug_3	0.9762
CCL_659	Drug_4	0.706
CCL_659	Drug_5	0.7586
CCL_659	Drug_6	0.8247
CCL_659	Drug_7	0.7513
CCL_659	Drug_8	0.9838
CCL_659	Drug_9	0.8325
CCL_659	Drug_10	0.9686
CCL_659	Drug_17	0.8194
CCL_659	Drug_12	0.9572
CCL_659	Drug_13	0.7632
CCL_659	Drug_14	0.7291
CCL_659	Drug_15	0.9069
CCL_659	Drug_16	0.7776
CCL_659	Drug_18	0.6741
CCL_659	Drug_19	0.8738
CCL_659	Drug_20	0.8136
CCL_659	Drug_21	0.9806
CCL_659	Drug_22	0.7932
CCL_659	Drug_23	0.8446
CCL_659	Drug_24	1.0
CCL_661	Drug_11	0.9179
CCL_661	Drug_1	0.8273
CCL_661	Drug_2	0.4341
CCL_661	Drug_3	0.9717
CCL_661	Drug_4	0.5760000000000001
CCL_661	Drug_5	0.6569
CCL_661	Drug_6	0.8518
CCL_661	Drug_7	0.5615
CCL_661	Drug_8	0.8220000000000001
CCL_661	Drug_9	0.3731
CCL_661	Drug_10	0.6675
CCL_661	Drug_17	0.9624
CCL_661	Drug_12	0.8361
CCL_661	Drug_13	0.6684
CCL_661	Drug_14	0.8224
CCL_661	Drug_15	0.7889
CCL_661	Drug_16	0.8442
CCL_661	Drug_18	0.4454
CCL_661	Drug_19	0.8862
CCL_661	Drug_20	0.8472
CCL_661	Drug_21	0.9489
CCL_661	Drug_22	0.8659
CCL_661	Drug_23	0.8292
CCL_661	Drug_24	1.0
CCL_663	Drug_11	0.8293
CCL_663	Drug_1	0.7052
CCL_663	Drug_2	0.4787
CCL_663	Drug_3	0.9794
CCL_663	Drug_5	0.6394
CCL_663	Drug_6	0.8544
CCL_663	Drug_7	0.6587
CCL_663	Drug_8	0.8068
CCL_663	Drug_9	0.3474
CCL_663	Drug_10	0.7268
CCL_663	Drug_17	0.9961
CCL_663	Drug_12	0.9661
CCL_663	Drug_13	0.8624
CCL_663	Drug_14	0.9058
CCL_663	Drug_15	0.875
CCL_663	Drug_16	0.8253
CCL_663	Drug_18	0.3936
CCL_663	Drug_19	0.8558
CCL_663	Drug_20	0.8601
CCL_663	Drug_21	0.971
CCL_663	Drug_22	0.8564
CCL_663	Drug_23	0.9714
CCL_663	Drug_24	0.892
CCL_666	Drug_11	0.8548
CCL_666	Drug_1	0.9237
CCL_666	Drug_2	0.5017
CCL_666	Drug_3	0.8501
CCL_666	Drug_4	0.6615
CCL_666	Drug_5	0.7157
CCL_666	Drug_6	0.9025
CCL_666	Drug_7	0.7309
CCL_666	Drug_8	0.8971
CCL_666	Drug_9	0.3295
CCL_666	Drug_10	0.8886
CCL_666	Drug_17	0.9599
CCL_666	Drug_12	0.8705
CCL_666	Drug_13	0.7525
CCL_666	Drug_14	0.7484
CCL_666	Drug_15	0.8129
CCL_666	Drug_16	0.8276
CCL_666	Drug_18	0.5412
CCL_666	Drug_19	0.9565
CCL_666	Drug_20	0.8465
CCL_666	Drug_21	0.9556
CCL_666	Drug_22	0.8217
CCL_666	Drug_23	0.8325
CCL_666	Drug_24	0.8165
CCL_667	Drug_11	0.8324
CCL_667	Drug_1	0.7947
CCL_667	Drug_2	0.4258
CCL_667	Drug_3	0.9912
CCL_667	Drug_4	0.5934
CCL_667	Drug_5	0.7208
CCL_667	Drug_6	0.8517
CCL_667	Drug_7	0.6648
CCL_667	Drug_8	0.8626
CCL_667	Drug_9	0.4706
CCL_667	Drug_10	0.865
CCL_667	Drug_17	0.8423
CCL_667	Drug_12	0.9332
CCL_667	Drug_13	0.7927
CCL_667	Drug_14	0.7673
CCL_667	Drug_15	0.826
CCL_667	Drug_16	0.8991
CCL_667	Drug_18	0.5935
CCL_667	Drug_19	0.8755
CCL_667	Drug_20	0.8798
CCL_667	Drug_21	0.9928
CCL_667	Drug_22	0.8515
CCL_667	Drug_23	0.823
CCL_667	Drug_24	0.972
CCL_668	Drug_11	0.7332
CCL_668	Drug_1	0.8443
CCL_668	Drug_2	0.4920000000000001
CCL_668	Drug_3	0.9969
CCL_668	Drug_5	0.6502
CCL_668	Drug_6	0.8545
CCL_668	Drug_7	0.7728
CCL_668	Drug_8	0.8553
CCL_668	Drug_9	0.3984
CCL_668	Drug_10	0.8925
CCL_668	Drug_17	0.851
CCL_668	Drug_12	0.9836
CCL_668	Drug_13	0.8253
CCL_668	Drug_14	0.7418
CCL_668	Drug_15	0.7854
CCL_668	Drug_16	0.9456
CCL_668	Drug_18	0.5638
CCL_668	Drug_19	0.8395
CCL_668	Drug_20	0.9163
CCL_668	Drug_21	0.8204
CCL_668	Drug_22	0.8231
CCL_668	Drug_23	0.7518
CCL_668	Drug_24	0.9748
CCL_670	Drug_11	0.7959999999999999
CCL_670	Drug_1	0.7556
CCL_670	Drug_2	0.5425
CCL_670	Drug_3	0.8541
CCL_670	Drug_4	0.63
CCL_670	Drug_5	0.5267
CCL_670	Drug_6	0.8927
CCL_670	Drug_7	0.7064
CCL_670	Drug_8	0.8624
CCL_670	Drug_9	0.4222
CCL_670	Drug_10	0.8191
CCL_670	Drug_17	0.8284
CCL_670	Drug_12	0.8390000000000001
CCL_670	Drug_13	0.6915
CCL_670	Drug_14	0.8017
CCL_670	Drug_15	0.8009
CCL_670	Drug_16	0.7794
CCL_670	Drug_18	0.4495
CCL_670	Drug_19	0.8906
CCL_670	Drug_20	0.76
CCL_670	Drug_21	0.9701
CCL_670	Drug_22	0.7441
CCL_670	Drug_23	0.8219
CCL_670	Drug_24	0.9795
CCL_671	Drug_11	0.8172
CCL_671	Drug_1	0.9135
CCL_671	Drug_2	0.5361
CCL_671	Drug_3	0.8443
CCL_671	Drug_5	0.5969
CCL_671	Drug_6	0.9806
CCL_671	Drug_7	0.8537
CCL_671	Drug_8	0.8998
CCL_671	Drug_9	0.5073
CCL_671	Drug_10	0.8921
CCL_671	Drug_17	0.9245
CCL_671	Drug_12	0.8334
CCL_671	Drug_13	0.6976
CCL_671	Drug_14	0.7565
CCL_671	Drug_15	0.8391
CCL_671	Drug_16	0.8515
CCL_671	Drug_18	0.6339
CCL_671	Drug_19	0.9663
CCL_671	Drug_20	0.9471
CCL_671	Drug_21	0.8992
CCL_671	Drug_22	0.7765
CCL_671	Drug_23	0.8109
CCL_671	Drug_24	0.9734
CCL_675	Drug_11	0.8438
CCL_675	Drug_1	0.8486
CCL_675	Drug_2	0.4819
CCL_675	Drug_3	0.8371
CCL_675	Drug_5	0.8121
CCL_675	Drug_6	0.8371
CCL_675	Drug_7	0.843
CCL_675	Drug_8	0.85
CCL_675	Drug_9	0.4632
CCL_675	Drug_10	0.8704
CCL_675	Drug_17	0.8577
CCL_675	Drug_12	0.943
CCL_675	Drug_13	0.8069
CCL_675	Drug_14	0.6914
CCL_675	Drug_15	0.9731
CCL_675	Drug_16	0.9248
CCL_675	Drug_18	0.7232
CCL_675	Drug_19	0.8319
CCL_675	Drug_20	0.8492
CCL_675	Drug_21	0.9136
CCL_675	Drug_22	0.8549
CCL_675	Drug_23	0.8085
CCL_675	Drug_24	0.8132
CCL_676	Drug_11	0.8133
CCL_676	Drug_1	0.9265
CCL_676	Drug_2	0.5631
CCL_676	Drug_3	0.851
CCL_676	Drug_5	0.5596
CCL_676	Drug_6	0.957
CCL_676	Drug_7	0.4994
CCL_676	Drug_8	0.8991
CCL_676	Drug_9	0.4208
CCL_676	Drug_10	0.6188
CCL_676	Drug_17	0.7954
CCL_676	Drug_12	0.8012
CCL_676	Drug_13	0.7608
CCL_676	Drug_14	0.7993
CCL_676	Drug_15	0.8133
CCL_676	Drug_16	0.8578
CCL_676	Drug_18	0.6871
CCL_676	Drug_19	0.898
CCL_676	Drug_20	0.8365
CCL_676	Drug_21	0.965
CCL_676	Drug_22	0.9165
CCL_676	Drug_23	0.8390000000000001
CCL_676	Drug_24	0.8535
CCL_680	Drug_11	0.7503
CCL_680	Drug_1	0.8741
CCL_680	Drug_2	0.4148
CCL_680	Drug_3	0.8905
CCL_680	Drug_4	0.5479999999999999
CCL_680	Drug_5	0.5533
CCL_680	Drug_6	0.7746
CCL_680	Drug_7	0.8842
CCL_680	Drug_8	0.8844
CCL_680	Drug_9	0.4041
CCL_680	Drug_10	0.9021
CCL_680	Drug_17	0.7904
CCL_680	Drug_12	0.9519
CCL_680	Drug_13	0.7927
CCL_680	Drug_14	0.7536
CCL_680	Drug_15	0.7855
CCL_680	Drug_16	0.9781
CCL_680	Drug_18	0.6265
CCL_680	Drug_19	0.8261
CCL_680	Drug_20	0.8868
CCL_680	Drug_21	0.9791
CCL_680	Drug_22	0.9363
CCL_680	Drug_23	0.8129
CCL_680	Drug_24	0.8053
CCL_681	Drug_11	0.7426
CCL_681	Drug_1	0.905
CCL_681	Drug_2	0.4108
CCL_681	Drug_3	0.8121
CCL_681	Drug_4	0.4973
CCL_681	Drug_5	0.4489
CCL_681	Drug_6	0.8875
CCL_681	Drug_7	0.4092
CCL_681	Drug_8	0.7777
CCL_681	Drug_9	0.2538
CCL_681	Drug_10	0.6008
CCL_681	Drug_17	0.8593
CCL_681	Drug_12	0.8390000000000001
CCL_681	Drug_13	0.6576
CCL_681	Drug_14	0.6812
CCL_681	Drug_15	0.752
CCL_681	Drug_16	0.7833
CCL_681	Drug_18	0.3844
CCL_681	Drug_19	0.8308
CCL_681	Drug_20	0.7597
CCL_681	Drug_21	0.813
CCL_681	Drug_22	0.8015
CCL_681	Drug_23	0.8174
CCL_681	Drug_24	0.8201
CCL_683	Drug_11	0.8270000000000001
CCL_683	Drug_1	0.7312
CCL_683	Drug_2	0.4587
CCL_683	Drug_3	0.8317
CCL_683	Drug_4	0.5546
CCL_683	Drug_5	0.4872
CCL_683	Drug_6	0.9666
CCL_683	Drug_7	0.9146
CCL_683	Drug_8	0.8254
CCL_683	Drug_9	0.2833
CCL_683	Drug_10	0.967
CCL_683	Drug_17	0.83
CCL_683	Drug_12	0.9798
CCL_683	Drug_13	0.7745
CCL_683	Drug_14	0.7646
CCL_683	Drug_15	0.8961
CCL_683	Drug_16	0.7072
CCL_683	Drug_18	0.5149
CCL_683	Drug_19	0.9175
CCL_683	Drug_20	0.6097
CCL_683	Drug_21	0.9534
CCL_683	Drug_22	0.7298
CCL_683	Drug_23	0.8454
CCL_683	Drug_24	0.85
CCL_685	Drug_11	0.7046
CCL_685	Drug_1	0.9066
CCL_685	Drug_3	0.7615
CCL_685	Drug_4	0.6882
CCL_685	Drug_5	0.9959
CCL_685	Drug_6	0.6657
CCL_685	Drug_7	0.7536
CCL_685	Drug_8	0.83
CCL_685	Drug_9	0.2418
CCL_685	Drug_10	0.7433
CCL_685	Drug_17	0.8276
CCL_685	Drug_12	0.8159
CCL_685	Drug_13	0.8182
CCL_685	Drug_14	0.8058
CCL_685	Drug_15	0.8183
CCL_685	Drug_16	0.8363
CCL_685	Drug_18	0.5251
CCL_685	Drug_19	0.7638
CCL_685	Drug_20	0.8390000000000001
CCL_685	Drug_21	0.969
CCL_685	Drug_22	0.906
CCL_685	Drug_23	0.764
CCL_685	Drug_24	1.0
CCL_688	Drug_11	0.8152
CCL_688	Drug_1	0.8767
CCL_688	Drug_2	0.469
CCL_688	Drug_3	0.8238
CCL_688	Drug_4	0.5597
CCL_688	Drug_5	0.5989
CCL_688	Drug_6	0.9073
CCL_688	Drug_7	0.7399
CCL_688	Drug_8	0.955
CCL_688	Drug_9	0.3931
CCL_688	Drug_10	0.9111
CCL_688	Drug_17	0.8352
CCL_688	Drug_12	0.8446
CCL_688	Drug_13	0.7701
CCL_688	Drug_14	0.4669
CCL_688	Drug_15	0.7927
CCL_688	Drug_16	0.8349
CCL_688	Drug_18	0.6176
CCL_688	Drug_19	0.9855
CCL_688	Drug_20	0.954
CCL_688	Drug_21	0.931
CCL_688	Drug_22	0.8116
CCL_688	Drug_23	0.691
CCL_688	Drug_24	0.866
CCL_689	Drug_11	0.8698
CCL_689	Drug_1	0.9178
CCL_689	Drug_2	0.5943
CCL_689	Drug_3	0.8223
CCL_689	Drug_5	0.7394
CCL_689	Drug_6	0.9616
CCL_689	Drug_7	0.7012
CCL_689	Drug_8	0.8441
CCL_689	Drug_9	0.6486
CCL_689	Drug_10	0.8973
CCL_689	Drug_17	0.947
CCL_689	Drug_12	0.9925
CCL_689	Drug_13	0.7878
CCL_689	Drug_14	0.7815
